0;;8;bits
0;;16;bits
0;;24;bits
0;;32;bits
3;;40;bits
0;;48;bits
3;;56;bits
0;;64;bits
0;;72;bits
0;;80;bits
712;;88;bits
764;;96;bits
0
0
0
